Urchin ID,Tank,Header,Treatment,Urchin_Size,Urchin_B_Weight,Urchin_W_weight,K_S1,K_E1,Period,Dummy,SubP_Event,
B92,10A,10,7.5,3.3,16.62,3.15,3.15,2.35,R1,3,2,
K235,10A,10,7.5,4.4,32.86,5.58,2.18,2.17,R1,3,2,
K49,10A,10,7.5,4.8,36.23,6.8,3.12,1.85,R1,3,2,
K203,10A,10,7.5,4.1,25.2,4.33,2.23,1.29,R1,3,2,
B71,10A,10,7.5,4.1,25.99,4.58,2.72,2.02,R1,3,2,
K260,10B,10,7.5,3,12.95,2.47,2.33,2.18,R1,3,2,
K207,10B,10,7.5,4,24.05,4.42,2.93,1.87,R1,3,2,
B72,10B,10,7.5,3.9,26.72,4.73,3.05,2.17,R1,3,2,
B82,10B,10,7.5,4.1,29.86,5.46,2.57,1.87,R1,3,2,
K71,10B,10,7.5,4.2,25.86,4.27,3,1.89,R1,3,2,
B20,10B,10,7.5,3.2,14.91,2.6,2.88,1.13,R1,3,2,
B48,10B,10,7.5,3.8,17.18,3.28,3.1,1.51,R1,3,2,
B30,10B,10,7.5,3.2,14.3,2.6,3.08,2.25,R1,3,2,
B49,10B,10,7.5,3.2,13.95,2.44,3.09,1.11,R1,3,2,
K258,10B,10,7.5,3.8,16.09,2.95,2.62,1.55,R1,3,2,
K237,10B,10,7.5,4.9,44.7,8.05,3.81,1.32,R1,3,2,
K230,10B,10,7.5,3.5,17.89,3.26,3.08,1.63,R1,3,2,
B110,11A,11,7.5,4.15,25.24,4.67,3.57,2.36,R1,3,2,
K117,11A,11,7.5,4,25.78,4.14,2.76,2.04,R1,3,2,
B101,11A,11,7.5,4.9,38.98,7.23,2.86,2.21,R1,3,2,
B16,11A,11,7.5,3.4,17.05,2.98,4.17,3.26,R1,3,2,
B84,11A,11,7.5,4.4,35.5,5.81,2.94,1.88,R1,3,2,
B111,11A,11,7.5,3.8,17.02,3.12,2.94,2.23,R1,3,2,
B89,11A,11,7.5,4,23.13,3.87,3.02,2.05,R1,3,2,
B119,11A,11,7.5,4.3,28.13,5.04,3.24,1.96,R1,3,2,
K228,11A,11,7.5,4,33.43,5.97,3.84,1.56,R1,3,2,
B93,11A,11,7.5,3.5,16.58,3.11,4.04,3.2,R1,3,2,
K264`,11A,11,7.5,3.5,17.04,3.02,2.53,1.54,R1,3,2,
B73,11A,11,7.5,3.9,23.5,3.99,3.26,2.39,R1,3,2,
B17,11B,11,7.5,3.4,15.79,2.73,3.13,2.12,R1,3,2,
K223,11B,11,7.5,4,24.04,4.4,2.42,1.46,R1,3,2,
K123,11B,11,7.5,3.7,19.17,3.32,2.57,1.55,R1,3,2,
K206,11B,11,7.5,4,23.72,4.32,3.95,1.84,R1,3,2,
B94,11B,11,7.5,3.7,19.15,3.46,3.27,2.12,R1,3,2,
B74,11B,11,7.5,3.45,15.62,2.95,3.36,2.05,R1,3,2,
B1,11B,11,7.5,3.3,24.69,2.88,2.86,1.34,R1,3,2,
B70,11B,11,7.5,3.8,22.42,3.81,4.09,3.14,R1,3,2,
B21,11B,11,7.5,3.3,17.43,2.81,2.42,1.34,R1,3,2,
B102,11B,11,7.5,3.55,17.28,3.3,2.67,1.57,R1,3,2,
K239,11B,11,7.5,3.5,20.01,3.67,3.42,2.7,R1,3,2,
B85,11B,11,7.5,3.1,14.86,2.77,3.88,3.12,R1,3,2,
K254,1A,1,7.8,4,26.74,5.08,2.82,1.94,UW2,4,3,
K213,1A,1,7.8,3.6,23.6,3.89,3.24,2.46,UW2,4,3,
B4,1A,1,7.8,3.5,16.18,2.85,3.03,2.11,UW2,4,3,
B122,1A,1,7.8,4.2,24.23,4.28,2.63,1.62,UW2,4,3,
K84,1A,1,7.8,3.2,16.32,3.12,2.75,2.19,UW2,4,3,
K216,1A,1,7.8,4.2,27.46,4.72,2.74,1.68,UW2,4,3,
B23,1A,1,7.8,3.7,25.85,4.65,2.91,1.53,UW2,4,3,
B69,1A,1,7.8,4,20.46,3.83,2.59,1.68,UW2,4,3,
B39,1A,1,7.8,3.9,26.36,4.62,4.08,3.04,UW2,4,3,
B100,1A,1,7.8,4.9,40.49,7.2,2.91,0.57,UW2,4,3,
B114,1A,1,7.8,4.5,35.04,5.73,2.47,0.93,UW2,4,3,
K249,1A,1,7.8,4.2,30.76,5.55,2.16,1.37,UW2,4,3,
B18,1B,1,7.8,3.7,17.64,3,3.01,1.95,UW2,4,3,
K100,1B,1,7.8,4.55,35.92,6.98,2.81,1.76,UW2,4,3,
B53,1B,1,7.8,4.1,23,3.91,3.02,2.37,UW2,4,3,
B76,1B,1,7.8,4,19.92,3.47,3.7,1.76,UW2,4,3,
K13,1B,1,7.8,4.8,31.7,5.68,3.37,2.49,UW2,4,3,
B90,1B,1,7.8,3.5,21.69,4.23,2.59,1.26,UW2,4,3,
B26,1B,1,7.8,4,28.19,5.05,2.43,1.5,UW2,4,3,
B5,1B,1,7.8,3.4,16.61,3.14,3.65,2.95,UW2,4,3,
B124,1B,1,7.8,4.3,29.12,5.09,3.74,1.71,UW2,4,3,
B99,1B,1,7.8,3.9,16.65,3.32,2.64,1.9,UW2,4,3,
B61,1B,1,7.8,3.8,20.58,3.68,3.12,2.02,UW2,4,3,
K255,1B,1,7.8,3.5,18.71,3.45,3.52,2.42,UW2,4,3,
K54,5A,5,7.8,4.5,34.85,6.25,2.71,1.67,UW2,4,3,
K205,5A,5,7.8,4.1,26.49,4.65,2.91,2.14,UW2,4,3,
K226,5A,5,7.8,5.4,48.79,9.12,3.6,2.49,UW2,4,3,
K200,5A,5,7.8,4.8,37.57,6.54,2.13,0.67,UW2,4,3,
B95,5A,5,7.8,4.1,23.12,4.13,2.34,0.94,UW2,4,3,
B52,5A,5,7.8,3.8,20.73,3.74,2.9,1.99,UW2,4,3,
K201,5A,5,7.8,3.4,18.13,3.32,3,1.94,UW2,4,3,
B66,5A,5,7.8,4.25,25.33,4.71,3.04,2,UW2,4,3,
K16,5A,5,7.8,3.8,20.02,3.53,2.88,1.9,UW2,4,3,
B81,5A,5,7.8,4.2,27.54,4.9,2.99,0.91,UW2,4,3,
K31,5A,5,7.8,4.65,30.34,5.34,3.1,1.61,UW2,4,3,
B64,5A,5,7.8,3.8,18.15,3.21,3.1,1.93,UW2,4,3,
K220,5B,5,7.8,3.5,18.76,3.16,2.92,1.74,UW2,4,3,
B58,5B,5,7.8,4.1,26.65,4.5,3.52,2.27,UW2,4,3,
K241,5B,5,7.8,4.2,30.59,5.18,3.32,1.98,UW2,4,3,
B41,5B,5,7.8,4.6,38.46,6.94,3.83,3.34,UW2,4,3,
B78,5B,5,7.8,3.8,19.05,3.61,3.54,2.76,UW2,4,3,
K219,5B,5,7.8,3.5,19.55,3.59,2.22,1.6,UW2,4,3,
K240,5B,5,7.8,3.5,17.03,3.12,2.39,1.22,UW2,4,3,
K252,5B,5,7.8,4.2,28.92,5.25,2.92,1.84,UW2,4,3,
B43,5B,5,7.8,3.3,17.7,3.1,3,1.91,UW2,4,3,
B116,5B,5,7.8,3.9,22.27,4.06,2.3,1.3,UW2,4,3,
B9,5B,5,7.8,3.1,13.36,2.22,3.83,2.91,UW2,4,3,
K236,5B,5,7.8,3.7,20.37,4.07,3.47,2.37,UW2,4,3,
K50,3A,3,7.65,4.4,34.11,5.86,3.82,2.92,UW2,4,3,
B120,3A,3,7.65,4,19.85,3.86,3,2.26,UW2,4,3,
K233,3A,3,7.65,4.3,32.3,5.19,2.83,2.44,UW2,4,3,
B77,3A,3,7.65,4.2,22.95,4.26,3.77,2.72,UW2,4,3,
B91,3A,3,7.65,3.6,22.08,3.71,2.28,1.64,UW2,4,3,
K83,3A,3,7.65,3.2,13.96,2.74,2.47,1.74,UW2,4,3,
B45,3A,3,7.65,4.1,25.91,4.33,2.04,1.42,UW2,4,3,
B68,3A,3,7.65,4,26.78,5.12,1.94,1.12,UW2,4,3,
B38,3A,3,7.65,4.5,34.14,5.88,3.58,2.91,UW2,4,3,
B104,3A,3,7.65,3.9,23.04,4.02,2.41,1.72,UW2,4,3,
B65,3A,3,7.65,4.4,36.07,6.56,3.01,2.43,UW2,4,3,
B79,3A,3,7.65,3.7,18.99,3.33,1.92,0.54,UW2,4,3,
B105,3B,3,7.65,3.7,17.57,3.09,2.14,1.49,UW2,4,3,
K243,3B,3,7.65,4.1,27.4,4.63,2.7,1.96,UW2,4,3,
B15,3B,3,7.65,3.8,22.78,4.01,2.52,1.85,UW2,4,3,
K127,3B,3,7.65,3.1,13.27,2.35,3.72,3.19,UW2,4,3,
K225,3B,3,7.65,4.2,26.7,5.04,2.85,2.03,UW2,4,3,
K248,3B,3,7.65,3.9,26.9,4.96,2.19,1.47,UW2,4,3,
K209,3B,3,7.65,5,54.06,9.13,3.14,2.35,UW2,4,3,
B25,3B,3,7.65,3.3,14.92,2.55,2.08,0.87,UW2,4,3,
B37,3B,3,7.65,3.9,23.09,4.12,2.9,2.42,UW2,4,3,
B7,3B,3,7.65,3.7,19.22,3.53,2.03,1.39,UW2,4,3,
B46,3B,3,7.65,4.6,32.92,5.03,2.28,1.44,UW2,4,3,
K208,3B,3,7.65,3.35,15.92,2.92,3.01,2.37,UW2,4,3,
K202,4A,4,7.65,4.2,29.84,5.35,3.16,2.31,UW2,4,3,
K212,4A,4,7.65,3.75,22.1,3.79,2.14,0.94,UW2,4,3,
K214,4A,4,7.65,5.1,43.47,7.55,3.73,2.98,UW2,4,3,
K218,4A,4,7.65,3.2,14.36,2.65,3.4,2.76,UW2,4,3,
K210,4A,4,7.65,4.1,25.92,4.75,2.37,1.37,UW2,4,3,
K231,4A,4,7.65,3.7,19.33,3.61,2.94,1.11,UW2,4,3,
B86,4A,4,7.65,3.7,18.53,3.25,2.59,1.65,UW2,4,3,
B62,4A,4,7.65,4.65,29.87,5.2,2.61,1.9,UW2,4,3,
K129,4A,4,7.65,3.2,15.12,2.85,3.23,2.58,UW2,4,3,
B63,4A,4,7.65,4,26.31,4.49,3.77,3.1,UW2,4,3,
K259,4A,4,7.65,2.8,10.58,1.78,2.24,1.8,UW2,4,3,
K246,4A,4,7.65,3.7,20.83,3.5,3.25,2.34,UW2,4,3,
B113,4B,4,7.65,5.65,70.01,11.35,2.58,2.4,UW2,4,3,
B32,4B,4,7.65,4.4,29.58,5.12,2.49,1.6,UW2,4,3,
B60,4B,4,7.65,3.2,14.6,2.79,3.38,2.84,UW2,4,3,
K120,4B,4,7.65,3.8,16.34,2.56,2.72,2.23,UW2,4,3,
B121,4B,4,7.65,3.8,16.34,2.56,3.27,1.87,UW2,4,3,
K265,4B,4,7.65,3.6,15.15,2.81,3.29,2.76,UW2,4,3,
K222,4B,4,7.65,3.5,18.06,3.57,2.96,2.57,UW2,4,3,
K242,4B,4,7.65,4.4,31.97,5.44,2.52,1.8,UW2,4,3,
B19,4B,4,7.65,3.35,16.77,2.98,2.96,2.32,UW2,4,3,
B50,4B,4,7.65,3.7,14.8,2.61,2.29,1.55,UW2,4,3,
K221,4B,4,7.65,5,53.31,8.89,3.45,2.97,UW2,4,3,
K262,4B,4,7.65,3.1,18.33,3.06,2.71,2.15,UW2,4,3,
B10,6A,6,7.8,3.6,18.1,3.13,2.32,1.09,UW2,4,3,
K261,6A,6,7.8,3.4,15.05,2.81,2.96,2.18,UW2,4,3,
B42,6A,6,7.8,3.5,14.73,2.7,2.28,1.31,UW2,4,3,
B80,6A,6,7.8,3.7,15.6,2.95,3.81,3.15,UW2,4,3,
B115,6A,6,7.8,4,19.95,3.74,3.22,2.33,UW2,4,3,
K35,6A,6,7.8,3.8,21.45,4.15,2.04,1.19,UW2,4,3,
K9,6A,6,7.8,3.9,19.89,3.55,2.27,1.47,UW2,4,3,
K77,6A,6,7.8,5,52.19,9.3,3.7,2.45,UW2,4,3,
K211,6A,6,7.8,3.7,19.8,3.35,3.51,2.22,UW2,4,3,
B108,6A,6,7.8,3.5,16.14,3.16,2.56,1.4,UW2,4,3,
B27,6A,6,7.8,3.6,18.7,3.16,2.91,2.27,UW2,4,3,
B24,6A,6,7.8,3.3,13.09,2.42,3.29,1.79,UW2,4,3,
K244,6B,6,7.8,4.4,35.48,6.05,3.92,2.82,UW2,4,3,
B11,6B,6,7.8,3.5,18.05,3.23,2.02,0.75,UW2,4,3,
K121,6B,6,7.8,3.2,15.2,2.72,2.72,1.34,UW2,4,3,
B33,6B,6,7.8,3.7,21.11,3.49,2.62,0.81,UW2,4,3,
B6,6B,6,7.8,3.1,13.39,2.56,3.64,2.94,UW2,4,3,
B118,6B,6,7.8,4,21.05,3.79,2.91,1.65,UW2,4,3,
B87,6B,6,7.8,3.6,19.91,3.64,2.68,1.5,UW2,4,3,
B13,6B,6,7.8,3.5,18.58,3.48,2.57,1.1,UW2,4,3,
B75,6B,6,7.8,4.8,34.06,6.25,3.08,2.12,UW2,4,3,
K238,6B,6,7.8,3.7,21.78,4.32,2.6,1.46,UW2,4,3,
B51,6B,6,7.8,4.1,19.18,3.59,3.62,2.37,UW2,4,3,
B2,6B,6,7.8,3.3,14.84,2.59,2.8,1.7,UW2,4,3,
K60,8A,8,7.65,4.1,29.89,5.8,2.15,1.51,UW2,4,3,
K47,8A,8,7.65,4,29,5,3.07,1.54,UW2,4,3,
K6,8A,8,7.65,3.9,23.36,4.26,2.57,1.21,UW2,4,3,
B12,8A,8,7.65,4.8,44.6,7.89,2.82,1.07,UW2,4,3,
B8,8A,8,7.65,3.3,14.72,2.57,2.98,2.26,UW2,4,3,
B34,8A,8,7.65,3.7,22.3,3.75,3.21,2.35,UW2,4,3,
B106,8A,8,7.65,4.3,25.45,"4,50",3,0.99,UW2,4,3,
K39,8A,8,7.65,3.8,18.65,3.71,3.21,1.82,UW2,4,3,
B47,8A,8,7.65,3.4,16.01,2.8,2.8,2.37,UW2,4,3,
K250,8A,8,7.65,3.8,22.5,4.32,2.53,1.93,UW2,4,3,
K227,8A,8,7.65,3.5,21.54,3.68,3.6,2.92,UW2,4,3,
K266,8A,8,7.65,3.3,14.34,2.64,2.6,1.84,UW2,4,3,
B40,8B,8,7.65,3.8,23.95,4.63,3.82,2.81,UW2,4,3,
B44,8B,8,7.65,5.4,52.83,9.33,2.55,1.06,UW2,4,3,
B56,8B,8,7.65,5.5,40.02,6.9,2.78,1.92,UW2,4,3,
B54,8B,8,7.65,3.4,17.31,3.16,2.89,1.6,UW2,4,3,
B107,8B,8,7.65,3.7,18.92,3.22,2.87,2.15,UW2,4,3,
K256,8B,8,7.65,4.1,28.36,5.03,2.91,0.84,UW2,4,3,
B22,8B,8,7.65,2.9,10.76,1.86,2.74,2.32,UW2,4,3,
K18,8B,8,7.65,4.25,25.5,4.37,2.28,1.81,UW2,4,3,
K245,8B,8,7.65,3.3,16.85,2.86,1.96,1.52,UW2,4,3,
K46,8B,8,7.65,4.4,30.21,5.05,2.72,2.58,UW2,4,3,
K257,8B,8,7.65,2.8,10.32,2.05,2.84,2.54,UW2,4,3,
B57,8B,8,7.65,3.1,13.07,2.49,3.52,3.17,UW2,4,3,
B67,9A,9,7.5,3.7,14.61,3.01,2.71,2.44,UW2,4,3,
B97,9A,9,7.5,3.6,20.47,3.84,2.27,1.99,UW2,4,3,
B98,9A,9,7.5,4.25,27.73,4.88,2.92,2.68,UW2,4,3,
B29,9A,9,7.5,3.6,17.64,3.13,3.5,3.17,UW2,4,3,
B31,9A,9,7.5,4.1,24.6,4.38,2.7,2.37,UW2,4,3,
B96,9A,9,7.5,3.9,20.63,3.68,2.53,2.12,UW2,4,3,
B88,9A,9,7.5,3.6,17.23,2.6,2.96,2.47,UW2,4,3,
K254,9A,9,7.5,4,26.74,5.08,3.48,3.47,UW2,4,3,
K215,9A,9,7.5,3.1,12.09,2.13,3.19,2.81,UW2,4,3,
B55,9A,9,7.5,3.5,16.06,3.02,3.86,3.57,UW2,4,3,
B3,9A,9,7.5,3.8,19.88,3.63,2.89,2.48,UW2,4,3,
B83,9A,9,7.5,3.6,18.18,3.33,3.7,3.32,UW2,4,3,
B28,9B,9,7.5,3.1,12.45,2.34,2.77,2.51,UW2,4,3,
K247,9B,9,7.5,4.1,25.2,4.32,2.83,2.44,UW2,4,3,
B36,9B,9,7.5,3.5,18.28,2.92,2.39,1.45,UW2,4,3,
K56,9B,9,7.5,3.6,16.24,3.04,3.25,2.99,UW2,4,3,
K253,9B,9,7.5,3.8,23.29,3.98,2.45,1.99,UW2,4,3,
K229,9B,9,7.5,4.9,44.99,7.76,3.94,3.85,UW2,4,3,
B112,9B,9,7.5,3.7,18.22,3.33,3.22,3.03,UW2,4,3,
K224,9B,9,7.5,3.6,17.76,3.15,2.78,2.63,UW2,4,3,
K89,9B,9,7.5,3.5,17.66,3,3.2,3.01,UW2,4,3,
B117,9B,9,7.5,3.6,16.74,3.05,2.74,1.86,UW2,4,3,
B109,9B,9,7.5,5.7,66.46,11.33,3.86,3.83,UW2,4,3,
B59,9B,9,7.5,3.4,15.37,2.85,2.92,2.69,UW2,4,3,
K217,10A,10,7.5,4.5,32.87,5.95,4.22,4.03,UW2,4,3,
B123,10A,10,7.5,3.85,21.87,3.79,3.05,2.86,UW2,4,3,
B103,10A,10,7.5,3.8,19.2,3.44,2.77,2.58,UW2,4,3,
K263,10A,10,7.5,3.4,13.96,2.38,2.69,2.34,UW2,4,3,
K8,10A,10,7.5,4.15,23.87,4.23,2.78,2.49,UW2,4,3,
K232,10A,10,7.5,4.2,33.38,6.06,2.6,2.39,UW2,4,3,
B35,10A,10,7.5,3.8,21.45,4.15,3.35,3.17,UW2,4,3,
B92,10A,10,7.5,3.3,16.62,3.15,2.56,2.38,UW2,4,3,
K235,10A,10,7.5,4.4,32.86,5.58,2.62,2.4,UW2,4,3,
K49,10A,10,7.5,4.8,36.23,6.8,3.47,3.11,UW2,4,3,
K203,10A,10,7.5,4.1,25.2,4.33,2.14,1.83,UW2,4,3,
B71,10A,10,7.5,4.1,25.99,4.58,3.06,2.82,UW2,4,3,
K260,10B,10,7.5,3,12.95,2.47,2.93,2.56,UW2,4,3,
K207,10B,10,7.5,4,24.05,4.42,3.21,2.97,UW2,4,3,
B72,10B,10,7.5,3.9,26.72,4.73,2.97,2.96,UW2,4,3,
B82,10B,10,7.5,4.1,29.86,5.46,2.72,2.59,UW2,4,3,
K71,10B,10,7.5,4.2,25.86,4.27,2.51,2.04,UW2,4,3,
B20,10B,10,7.5,3.2,14.91,2.6,2.95,2,UW2,4,3,
B48,10B,10,7.5,3.8,17.18,3.28,2.55,2.29,UW2,4,3,
B30,10B,10,7.5,3.2,14.3,2.6,2.96,2.72,UW2,4,3,
B49,10B,10,7.5,3.2,13.95,2.44,3.16,2.65,UW2,4,3,
K258,10B,10,7.5,3.8,16.09,2.95,3.13,2.78,UW2,4,3,
K237,10B,10,7.5,4.9,44.7,8.05,3.76,3.72,UW2,4,3,
K230,10B,10,7.5,3.5,17.89,3.26,2.32,2.04,UW2,4,3,
B110,11A,11,7.5,4.15,25.24,4.67,3.43,3.09,UW2,4,3,
K117,11A,11,7.5,4,25.78,4.14,3.63,2.57,UW2,4,3,
B101,11A,11,7.5,4.9,38.98,7.23,1.9,1.58,UW2,4,3,
B16,11A,11,7.5,3.4,17.05,2.98,2.65,2.27,UW2,4,3,
B84,11A,11,7.5,4.4,35.5,5.81,3.53,3.27,UW2,4,3,
B111,11A,11,7.5,3.8,17.02,3.12,3.43,3.18,UW2,4,3,
B89,11A,11,7.5,4,23.13,3.87,2.53,2.26,UW2,4,3,
B119,11A,11,7.5,4.3,28.13,5.04,3.29,2.91,UW2,4,3,
K228,11A,11,7.5,4,33.43,5.97,2.85,2.61,UW2,4,3,
B93,11A,11,7.5,3.5,16.58,3.11,2.58,2.19,UW2,4,3,
K264`,11A,11,7.5,3.5,17.04,3.02,2.36,1.89,UW2,4,3,
B73,11A,11,7.5,3.9,23.5,3.99,2.99,2.75,UW2,4,3,
B17,11B,11,7.5,3.4,15.79,2.73,3.85,3.66,UW2,4,3,
K223,11B,11,7.5,4,24.04,4.4,2.36,1.4,UW2,4,3,
K123,11B,11,7.5,3.7,19.17,3.32,2.78,2.3,UW2,4,3,
K206,11B,11,7.5,4,23.72,4.32,2.88,2.5,UW2,4,3,
B94,11B,11,7.5,3.7,19.15,3.46,2.87,1.44,UW2,4,3,
B74,11B,11,7.5,3.45,15.62,2.95,3.61,3.29,UW2,4,3,
B1,11B,11,7.5,3.3,24.69,2.88,3.91,3.26,UW2,4,3,
B70,11B,11,7.5,3.8,22.42,3.81,2.78,2.36,UW2,4,3,
B21,11B,11,7.5,3.3,17.43,2.81,3.03,2.42,UW2,4,3,
B102,11B,11,7.5,3.55,17.28,3.3,3.32,2.64,UW2,4,3,
K239,11B,11,7.5,3.5,20.01,3.67,2.53,1.93,UW2,4,3,
B85,11B,11,7.5,3.1,14.86,2.77,2.53,2.29,UW2,4,3,
K254,1A,1,7.8,4,26.74,5.08,2.69,1.93,R2,5,3,
K213,1A,1,7.8,3.6,23.6,3.89,2.23,1.37,R2,5,3,
B4,1A,1,7.8,3.5,16.18,2.85,2.71,1.67,R2,5,3,
B122,1A,1,7.8,4.2,24.23,4.28,2.82,2.03,R2,5,3,
K84,1A,1,7.8,3.2,16.32,3.12,3.57,3.33,R2,5,3,
K216,1A,1,7.8,4.2,27.46,4.72,2.21,1.26,R2,5,3,
B23,1A,1,7.8,3.7,25.85,4.65,2.84,1.92,R2,5,3,
B69,1A,1,7.8,4,20.46,3.83,3.21,2.25,R2,5,3,
B39,1A,1,7.8,3.9,26.36,4.62,3.08,2.5,R2,5,3,
B100,1A,1,7.8,4.9,40.49,7.2,3.2,0.44,R2,5,3,
B114,1A,1,7.8,4.5,35.04,5.73,2.83,1.23,R2,5,3,
K249,1A,1,7.8,4.2,30.76,5.55,2.91,2.18,R2,5,3,
B18,1B,1,7.8,3.7,17.64,3,3.4,2.42,R2,5,3,
K100,1B,1,7.8,4.55,35.92,6.98,3.32,2.75,R2,5,3,
B53,1B,1,7.8,4.1,23,3.91,2.44,1.52,R2,5,3,
B76,1B,1,7.8,4,19.92,3.47,3.32,2.46,R2,5,3,
K13,1B,1,7.8,4.8,31.7,5.68,3.25,2.54,R2,5,3,
B90,1B,1,7.8,3.5,21.69,4.23,2.7,2.05,R2,5,3,
B26,1B,1,7.8,4,28.19,5.05,4.08,3.36,R2,5,3,
B5,1B,1,7.8,3.4,16.61,3.14,4.01,3.45,R2,5,3,
B124,1B,1,7.8,4.3,29.12,5.09,2.19,1.45,R2,5,3,
B99,1B,1,7.8,3.9,16.65,3.32,2.23,1.76,R2,5,3,
B61,1B,1,7.8,3.8,20.58,3.68,3.01,2.47,R2,5,3,
K255,1B,1,7.8,3.5,18.71,3.45,2.21,1.73,R2,5,3,
K54,5A,5,7.8,4.5,34.85,6.25,2.2,2.6,R2,5,3,
K205,5A,5,7.8,4.1,26.49,4.65,2.49,1.73,R2,5,3,
K226,5A,5,7.8,5.4,48.79,9.12,3.3,2.24,R2,5,3,
K200,5A,5,7.8,4.8,37.57,6.54,3.09,2.9,R2,5,3,
B95,5A,5,7.8,4.1,23.12,4.13,2.28,1.35,R2,5,3,
B52,5A,5,7.8,3.8,20.73,3.74,2.01,1.39,R2,5,3,
K201,5A,5,7.8,3.4,18.13,3.32,2.23,1.4,R2,5,3,
B66,5A,5,7.8,4.25,25.33,4.71,2.29,1.67,R2,5,3,
K16,5A,5,7.8,3.8,20.02,3.53,2.99,1.98,R2,5,3,
B81,5A,5,7.8,4.2,27.54,4.9,2.51,2.24,R2,5,3,
K31,5A,5,7.8,4.65,30.34,5.34,2.84,1.85,R2,5,3,
B64,5A,5,7.8,3.8,18.15,3.21,2.01,0.41,R2,5,3,
K220,5B,5,7.8,3.5,18.76,3.16,2.53,1.71,R2,5,3,
B58,5B,5,7.8,4.1,26.65,4.5,2.55,1.43,R2,5,3,
K241,5B,5,7.8,4.2,30.59,5.18,2.17,0.51,R2,5,3,
B41,5B,5,7.8,4.6,38.46,6.94,3.03,2.48,R2,5,3,
B78,5B,5,7.8,3.8,19.05,3.61,1.89,0.65,R2,5,3,
K219,5B,5,7.8,3.5,19.55,3.59,2.68,2.18,R2,5,3,
