Urchin ID,Tank,Header,Treatment,Urchin_Size,Urchin_B_Weight,Urchin_W_weight,K_S1,K_E1,Period,Dummy,SubP_Event,
K240,5B,5,7.8,3.5,17.03,3.12,2.76,1.92,R2,5,3,
K252,5B,5,7.8,4.2,28.92,5.25,1.91,0.38,R2,5,3,
B43,5B,5,7.8,3.3,17.7,3.1,2.35,1.81,R2,5,3,
B116,5B,5,7.8,3.9,22.27,4.06,1.98,0.51,R2,5,3,
B9,5B,5,7.8,3.1,13.36,2.22,2.62,2.06,R2,5,3,
K236,5B,5,7.8,3.7,20.37,4.07,2.84,1.04,R2,5,3,
K50,3A,3,7.65,4.4,34.11,5.86,2.14,0,R2,5,3,
B120,3A,3,7.65,4,19.85,3.86,2.17,1.43,R2,5,3,
K233,3A,3,7.65,4.3,32.3,5.19,2.41,0.76,R2,5,3,
B77,3A,3,7.65,4.2,22.95,4.26,2.55,0.85,R2,5,3,
B91,3A,3,7.65,3.6,22.08,3.71,2.61,0.06,R2,5,3,
K83,3A,3,7.65,3.2,13.96,2.74,2.5,1.4,R2,5,3,
B45,3A,3,7.65,4.1,25.91,4.33,4.4,1.72,R2,5,3,
B68,3A,3,7.65,4,26.78,5.12,4.63,2.15,R2,5,3,
B38,3A,3,7.65,4.5,34.14,5.88,2.19,0.98,R2,5,3,
B104,3A,3,7.65,3.9,23.04,4.02,3.07,1.38,R2,5,3,
B65,3A,3,7.65,4.4,36.07,6.56,2.76,1.3,R2,5,3,
B79,3A,3,7.65,3.7,18.99,3.33,3.78,2.97,R2,5,3,
B105,3B,3,7.65,3.7,17.57,3.09,2.16,1.33,R2,5,3,
K243,3B,3,7.65,4.1,27.4,4.63,2.95,2.08,R2,5,3,
B15,3B,3,7.65,3.8,22.78,4.01,3.19,2.43,R2,5,3,
K127,3B,3,7.65,3.1,13.27,2.35,2.72,1.88,R2,5,3,
K225,3B,3,7.65,4.2,26.7,5.04,2.73,1.87,R2,5,3,
K248,3B,3,7.65,3.9,26.9,4.96,2.42,1.46,R2,5,3,
K209,3B,3,7.65,5,54.06,9.13,2.48,1.81,R2,5,3,
B25,3B,3,7.65,3.3,14.92,2.55,2.99,2.07,R2,5,3,
B37,3B,3,7.65,3.9,23.09,4.12,2.42,1.66,R2,5,3,
B7,3B,3,7.65,3.7,19.22,3.53,2.56,1.2,R2,5,3,
B46,3B,3,7.65,4.6,32.92,5.03,3.01,2.33,R2,5,3,
K208,3B,3,7.65,3.35,15.92,2.92,3.3,2.68,R2,5,3,
K202,4A,4,7.65,4.2,29.84,5.35,2.11,0.48,R2,5,3,
K212,4A,4,7.65,3.75,22.1,3.79,1.9,0.7,R2,5,3,
K214,4A,4,7.65,5.1,43.47,7.55,4.7,3.25,R2,5,3,
K218,4A,4,7.65,3.2,14.36,2.65,2.12,1.26,R2,5,3,
K210,4A,4,7.65,4.1,25.92,4.75,2.35,0.7,R2,5,3,
K231,4A,4,7.65,3.7,19.33,3.61,2.53,0.74,R2,5,3,
B86,4A,4,7.65,3.7,18.53,3.25,2.71,1.42,R2,5,3,
B62,4A,4,7.65,4.65,29.87,5.2,2.59,1.97,R2,5,3,
K129,4A,4,7.65,3.2,15.12,2.85,2.67,1.16,R2,5,3,
B63,4A,4,7.65,4,26.31,4.49,2.59,1.57,R2,5,3,
K259,4A,4,7.65,2.8,10.58,1.78,2.19,1.52,R2,5,3,
K246,4A,4,7.65,3.7,20.83,3.5,2.17,0.61,R2,5,3,
B113,4B,4,7.65,5.65,70.01,11.35,2.5,2.49,R2,5,3,
B32,4B,4,7.65,4.4,29.58,5.12,2.7,1.14,R2,5,3,
B60,4B,4,7.65,3.2,14.6,2.79,3.13,1.92,R2,5,3,
K120,4B,4,7.65,3.8,16.34,2.56,2.85,1.25,R2,5,3,
B121,4B,4,7.65,3.8,16.34,2.56,2.41,1.42,R2,5,3,
K265,4B,4,7.65,3.6,15.15,2.81,2.39,1.86,R2,5,3,
K222,4B,4,7.65,3.5,18.06,3.57,2.51,1.7,R2,5,3,
K242,4B,4,7.65,4.4,31.97,5.44,2.43,1.06,R2,5,3,
B19,4B,4,7.65,3.35,16.77,2.98,2.28,1.09,R2,5,3,
B50,4B,4,7.65,3.7,14.8,2.61,3.6,2,R2,5,3,
K221,4B,4,7.65,5,53.31,8.89,4.34,3.76,R2,5,3,
K262,4B,4,7.65,3.1,18.33,3.06,4.22,2.7,R2,5,3,
B10,6A,6,7.8,3.6,18.1,3.13,2.32,0.57,R2,5,3,
K261,6A,6,7.8,3.4,15.05,2.81,2.31,1.19,R2,5,3,
B42,6A,6,7.8,3.5,14.73,2.7,2.59,1.52,R2,5,3,
B80,6A,6,7.8,3.7,15.6,2.95,2.46,1.48,R2,5,3,
B115,6A,6,7.8,4,19.95,3.74,2.76,0.98,R2,5,3,
K35,6A,6,7.8,3.8,21.45,4.15,2.79,2.23,R2,5,3,
K9,6A,6,7.8,3.9,19.89,3.55,2.6,1.92,R2,5,3,
K77,6A,6,7.8,5,52.19,9.3,3.98,1.17,R2,5,3,
K211,6A,6,7.8,3.7,19.8,3.35,2.55,1.74,R2,5,3,
B108,6A,6,7.8,3.5,16.14,3.16,2.35,0.95,R2,5,3,
B27,6A,6,7.8,3.6,18.7,3.16,2.46,1.2,R2,5,3,
B24,6A,6,7.8,3.3,13.09,2.42,2.37,1.56,R2,5,3,
K244,6B,6,7.8,4.4,35.48,6.05,4.29,3.05,R2,5,3,
B11,6B,6,7.8,3.5,18.05,3.23,2.18,0.74,R2,5,3,
K121,6B,6,7.8,3.2,15.2,2.72,2.42,1.66,R2,5,3,
B33,6B,6,7.8,3.7,21.11,3.49,2.15,1.27,R2,5,3,
B6,6B,6,7.8,3.1,13.39,2.56,2.4,1.85,R2,5,3,
B118,6B,6,7.8,4,21.05,3.79,1.82,0.54,R2,5,3,
B87,6B,6,7.8,3.6,19.91,3.64,2.2,1.38,R2,5,3,
B13,6B,6,7.8,3.5,18.58,3.48,2.05,1.34,R2,5,3,
B75,6B,6,7.8,4.8,34.06,6.25,2.46,1.95,R2,5,3,
K238,6B,6,7.8,3.7,21.78,4.32,2.06,0.75,R2,5,3,
B51,6B,6,7.8,4.1,19.18,3.59,2.41,0.35,R2,5,3,
B2,6B,6,7.8,3.3,14.84,2.59,2,1.33,R2,5,3,
K60,8A,8,7.65,4.1,29.89,5.8,3.2,1.31,R2,5,3,
K47,8A,8,7.65,4,29,5,2.36,0.27,R2,5,3,
K6,8A,8,7.65,3.9,23.36,4.26,3.61,3.25,R2,5,3,
B12,8A,8,7.65,4.8,44.6,7.89,2.29,1.63,R2,5,3,
B8,8A,8,7.65,3.3,14.72,2.57,2.29,1.39,R2,5,3,
B34,8A,8,7.65,3.7,22.3,3.75,2.8,1.63,R2,5,3,
B106,8A,8,7.65,4.3,25.45,"4,50",2.92,2.12,R2,5,3,
K39,8A,8,7.65,3.8,18.65,3.71,2.75,1.84,R2,5,3,
B47,8A,8,7.65,3.4,16.01,2.8,3.06,1.49,R2,5,3,
K250,8A,8,7.65,3.8,22.5,4.32,3.65,2.48,R2,5,3,
K227,8A,8,7.65,3.5,21.54,3.68,3.74,2.95,R2,5,3,
K266,8A,8,7.65,3.3,14.34,2.64,3.12,2.03,R2,5,3,
B40,8B,8,7.65,3.8,23.95,4.63,2.45,1.19,R2,5,3,
B44,8B,8,7.65,5.4,52.83,9.33,3.98,3.14,R2,5,3,
B56,8B,8,7.65,5.5,40.02,6.9,2.66,1.53,R2,5,3,
B54,8B,8,7.65,3.4,17.31,3.16,2.23,1.34,R2,5,3,
B107,8B,8,7.65,3.7,18.92,3.22,3.08,1.97,R2,5,3,
K256,8B,8,7.65,4.1,28.36,5.03,2.85,1.27,R2,5,3,
B22,8B,8,7.65,2.9,10.76,1.86,2.19,1.17,R2,5,3,
K18,8B,8,7.65,4.25,25.5,4.37,2.23,1.49,R2,5,3,
K245,8B,8,7.65,3.3,16.85,2.86,2.24,1.63,R2,5,3,
K46,8B,8,7.65,4.4,30.21,5.05,4.12,1.85,R2,5,3,
K257,8B,8,7.65,2.8,10.32,2.05,3.32,2.44,R2,5,3,
B57,8B,8,7.65,3.1,13.07,2.49,2.34,1.43,R2,5,3,
B67,9A,9,7.5,3.7,14.61,3.01,2.73,1.75,R2,5,3,
B97,9A,9,7.5,3.6,20.47,3.84,2.58,1.32,R2,5,3,
B98,9A,9,7.5,4.25,27.73,4.88,3.84,3.22,R2,5,3,
B29,9A,9,7.5,3.6,17.64,3.13,3.06,2.05,R2,5,3,
B31,9A,9,7.5,4.1,24.6,4.38,2.85,2.46,R2,5,3,
B96,9A,9,7.5,3.9,20.63,3.68,2.32,1.39,R2,5,3,
B88,9A,9,7.5,3.6,17.23,2.6,3.86,2.35,R2,5,3,
K254,9A,9,7.5,4,26.74,5.08,2.92,dead,R2,5,3,
K215,9A,9,7.5,3.1,12.09,2.13,3.04,2.42,R2,5,3,
B55,9A,9,7.5,3.5,16.06,3.02,3.62,3.16,R2,5,3,
B3,9A,9,7.5,3.8,19.88,3.63,2.13,1.12,R2,5,3,
B83,9A,9,7.5,3.6,18.18,3.33,2.7,2.35,R2,5,3,
B28,9B,9,7.5,3.1,12.45,2.34,4.61,3.87,R2,5,3,
K247,9B,9,7.5,4.1,25.2,4.32,3.56,2.8,R2,5,3,
B36,9B,9,7.5,3.5,18.28,2.92,3.49,2.71,R2,5,3,
K56,9B,9,7.5,3.6,16.24,3.04,2.93,2.11,R2,5,3,
K253,9B,9,7.5,3.8,23.29,3.98,3.23,1.14,R2,5,3,
K229,9B,9,7.5,4.9,44.99,7.76,3.48,1.36,R2,5,3,
B112,9B,9,7.5,3.7,18.22,3.33,2.42,1.82,R2,5,3,
K224,9B,9,7.5,3.6,17.76,3.15,3.17,2.23,R2,5,3,
K89,9B,9,7.5,3.5,17.66,3,2.86,1.68,R2,5,3,
B117,9B,9,7.5,3.6,16.74,3.05,3,2.35,R2,5,3,
B109,9B,9,7.5,5.7,66.46,11.33,3.29,2.23,R2,5,3,
B59,9B,9,7.5,3.4,15.37,2.85,2.94,1.77,R2,5,3,
K217,10A,10,7.5,4.5,32.87,5.95,2.66,1.8,R2,5,3,
B123,10A,10,7.5,3.85,21.87,3.79,2.71,1.83,R2,5,3,
B103,10A,10,7.5,3.8,19.2,3.44,2.76,1.37,R2,5,3,
K263,10A,10,7.5,3.4,13.96,2.38,2.65,2.34,R2,5,3,
K8,10A,10,7.5,4.15,23.87,4.23,2.52,2.12,R2,5,3,
K232,10A,10,7.5,4.2,33.38,6.06,2.71,2.11,R2,5,3,
B35,10A,10,7.5,3.8,21.45,4.15,2.59,1.15,R2,5,3,
B92,10A,10,7.5,3.3,16.62,3.15,3.79,2.92,R2,5,3,
K235,10A,10,7.5,4.4,32.86,5.58,3.56,2.7,R2,5,3,
K49,10A,10,7.5,4.8,36.23,6.8,3.8,3.14,R2,5,3,
K203,10A,10,7.5,4.1,25.2,4.33,4.08,3.06,R2,5,3,
B71,10A,10,7.5,4.1,25.99,4.58,4.32,3.41,R2,5,3,
K260,10B,10,7.5,3,12.95,2.47,2.15,1.16,R2,5,3,
K207,10B,10,7.5,4,24.05,4.42,3.04,2.01,R2,5,3,
B72,10B,10,7.5,3.9,26.72,4.73,2.03,1.03,R2,5,3,
B82,10B,10,7.5,4.1,29.86,5.46,2.53,1.4,R2,5,3,
K71,10B,10,7.5,4.2,25.86,4.27,2.34,1.28,R2,5,3,
B20,10B,10,7.5,3.2,14.91,2.6,3.01,2.19,R2,5,3,
B48,10B,10,7.5,3.8,17.18,3.28,2.65,1.67,R2,5,3,
B30,10B,10,7.5,3.2,14.3,2.6,2.5,1.59,R2,5,3,
B49,10B,10,7.5,3.2,13.95,2.44,2.26,1.05,R2,5,3,
K258,10B,10,7.5,3.8,16.09,2.95,4.01,3.14,R2,5,3,
K237,10B,10,7.5,4.9,44.7,8.05,3.62,2.72,R2,5,3,
K230,10B,10,7.5,3.5,17.89,3.26,2.14,1.34,R2,5,3,
B110,11A,11,7.5,4.15,25.24,4.67,2.23,1.11,R2,5,3,
K117,11A,11,7.5,4,25.78,4.14,2.07,0.72,R2,5,3,
B101,11A,11,7.5,4.9,38.98,7.23,2.66,2.07,R2,5,3,
B16,11A,11,7.5,3.4,17.05,2.98,1.93,1.31,R2,5,3,
B84,11A,11,7.5,4.4,35.5,5.81,3.05,2.48,R2,5,3,
B111,11A,11,7.5,3.8,17.02,3.12,2.58,1.34,R2,5,3,
B89,11A,11,7.5,4,23.13,3.87,3.33,1.48,R2,5,3,
B119,11A,11,7.5,4.3,28.13,5.04,4.65,4,R2,5,3,
K228,11A,11,7.5,4,33.43,5.97,3.66,2.48,R2,5,3,
B93,11A,11,7.5,3.5,16.58,3.11,2.85,1.91,R2,5,3,
K264`,11A,11,7.5,3.5,17.04,3.02,2.88,2.07,R2,5,3,
B73,11A,11,7.5,3.9,23.5,3.99,4.13,3.37,R2,5,3,
B17,11B,11,7.5,3.4,15.79,2.73,2.41,1.27,R2,5,3,
K223,11B,11,7.5,4,24.04,4.4,3.19,2.25,R2,5,3,
K123,11B,11,7.5,3.7,19.17,3.32,3.04,0.86,R2,5,3,
K206,11B,11,7.5,4,23.72,4.32,3.5,2.24,R2,5,3,
B94,11B,11,7.5,3.7,19.15,3.46,3.54,2.43,R2,5,3,
B74,11B,11,7.5,3.45,15.62,2.95,3.81,3,R2,5,3,
B1,11B,11,7.5,3.3,24.69,2.88,3.54,2.71,R2,5,3,
B70,11B,11,7.5,3.8,22.42,3.81,2.45,1.4,R2,5,3,
B21,11B,11,7.5,3.3,17.43,2.81,2.73,1.67,R2,5,3,
B102,11B,11,7.5,3.55,17.28,3.3,2.41,1.63,R2,5,3,
K239,11B,11,7.5,3.5,20.01,3.67,2.46,1,R2,5,3,
B85,11B,11,7.5,3.1,14.86,2.77,2.79,1.78,R2,5,3,
K254,1A,1,7.8,4,26.74,5.08,2.32,0,UW3,6,4,
K213,1A,1,7.8,3.6,23.6,3.89,2.23,0.695,UW3,6,4,
B4,1A,1,7.8,3.5,16.18,2.85,2.56,1.32,UW3,6,4,
B122,1A,1,7.8,4.2,24.23,4.28,2.6,0.51,UW3,6,4,
K84,1A,1,7.8,3.2,16.32,3.12,1.86,0.65,UW3,6,4,
K216,1A,1,7.8,4.2,27.46,4.72,2.58,1.26,UW3,6,4,
B23,1A,1,7.8,3.7,25.85,4.65,2.5,0.79,UW3,6,4,
B69,1A,1,7.8,4,20.46,3.83,2.69,1.19,UW3,6,4,
B39,1A,1,7.8,3.9,26.36,4.62,2.62,1.08,UW3,6,4,
B100,1A,1,7.8,4.9,40.49,7.2,3.2,1.31,UW3,6,4,
B114,1A,1,7.8,4.5,35.04,5.73,2.37,0.02,UW3,6,4,
K249,1A,1,7.8,4.2,30.76,5.55,2.75,1.52,UW3,6,4,
B18,1B,1,7.8,3.7,17.64,3,2.42,0.63,UW3,6,4,
K100,1B,1,7.8,4.55,35.92,6.98,3.08,0.66,UW3,6,4,
B53,1B,1,7.8,4.1,23,3.91,2.02,0.36,UW3,6,4,
B76,1B,1,7.8,4,19.92,3.47,2.32,0.44,UW3,6,4,
K13,1B,1,7.8,4.8,31.7,5.68,3.11,1.97,UW3,6,4,
B90,1B,1,7.8,3.5,21.69,4.23,0.93,1.1,UW3,6,4,
B26,1B,1,7.8,4,28.19,5.05,2.31,1.16,UW3,6,4,
B5,1B,1,7.8,3.4,16.61,3.14,3.09,2.25,UW3,6,4,
B124,1B,1,7.8,4.3,29.12,5.09,1.96,0.43,UW3,6,4,
B99,1B,1,7.8,3.9,16.65,3.32,2.75,1.93,UW3,6,4,
B61,1B,1,7.8,3.8,20.58,3.68,2.73,1.66,UW3,6,4,
K255,1B,1,7.8,3.5,18.71,3.45,2.49,0.64,UW3,6,4,
K54,5A,5,7.8,4.5,34.85,6.25,2.54,1.7,UW3,6,4,
K205,5A,5,7.8,4.1,26.49,4.65,2.84,1.03,UW3,6,4,
K226,5A,5,7.8,5.4,48.79,9.12,3.22,2.33,UW3,6,4,
K200,5A,5,7.8,4.8,37.57,6.54,3.11,2.01,UW3,6,4,
B95,5A,5,7.8,4.1,23.12,4.13,2.27,1.17,UW3,6,4,
B52,5A,5,7.8,3.8,20.73,3.74,2.35,0.79,UW3,6,4,
K201,5A,5,7.8,3.4,18.13,3.32,2.34,1.55,UW3,6,4,
B66,5A,5,7.8,4.25,25.33,4.71,2.43,1.32,UW3,6,4,
K16,5A,5,7.8,3.8,20.02,3.53,2.16,1.16,UW3,6,4,
B81,5A,5,7.8,4.2,27.54,4.9,3.09,1.66,UW3,6,4,
K31,5A,5,7.8,4.65,30.34,5.34,2.45,1.38,UW3,6,4,
B64,5A,5,7.8,3.8,18.15,3.21,2.13,1.32,UW3,6,4,
K220,5B,5,7.8,3.5,18.76,3.16,2.38,1.4,UW3,6,4,
B58,5B,5,7.8,4.1,26.65,4.5,2.76,1.78,UW3,6,4,
K241,5B,5,7.8,4.2,30.59,5.18,2.97,0.75,UW3,6,4,
B41,5B,5,7.8,4.6,38.46,6.94,3.34,2.8,UW3,6,4,
B78,5B,5,7.8,3.8,19.05,3.61,2,1.51,UW3,6,4,
K219,5B,5,7.8,3.5,19.55,3.59,2.51,2.02,UW3,6,4,
K240,5B,5,7.8,3.5,17.03,3.12,2.8,1.59,UW3,6,4,
K252,5B,5,7.8,4.2,28.92,5.25,2.39,0.97,UW3,6,4,
B43,5B,5,7.8,3.3,17.7,3.1,1.96,1.18,UW3,6,4,
B116,5B,5,7.8,3.9,22.27,4.06,3.19,1.07,UW3,6,4,
B9,5B,5,7.8,3.1,13.36,2.22,2.28,1.49,UW3,6,4,
K236,5B,5,7.8,3.7,20.37,4.07,2.75,0.82,UW3,6,4,
K50,3A,3,7.65,4.4,34.11,5.86,2.77,1.86,UW3,6,4,
B120,3A,3,7.65,4,19.85,3.86,1.96,1.47,UW3,6,4,
K233,3A,3,7.65,4.3,32.3,5.19,1.95,1.32,UW3,6,4,
B77,3A,3,7.65,4.2,22.95,4.26,2.11,0.3,UW3,6,4,
B91,3A,3,7.65,3.6,22.08,3.71,2.24,1.69,UW3,6,4,
K83,3A,3,7.65,3.2,13.96,2.74,3.58,2.84,UW3,6,4,
B45,3A,3,7.65,4.1,25.91,4.33,2.21,1.49,UW3,6,4,
B68,3A,3,7.65,4,26.78,5.12,3.93,0.82,UW3,6,4,
B38,3A,3,7.65,4.5,34.14,5.88,3.24,2.05,UW3,6,4,
B104,3A,3,7.65,3.9,23.04,4.02,2.35,1.71,UW3,6,4,
B65,3A,3,7.65,4.4,36.07,6.56,2.49,1.93,UW3,6,4,
B79,3A,3,7.65,3.7,18.99,3.33,2.76,1.78,UW3,6,4,
B105,3B,3,7.65,3.7,17.57,3.09,2.7,1.73,UW3,6,4,
K243,3B,3,7.65,4.1,27.4,4.63,2.53,1.08,UW3,6,4,
B15,3B,3,7.65,3.8,22.78,4.01,1.79,1,UW3,6,4,
K127,3B,3,7.65,3.1,13.27,2.35,2.97,2.3,UW3,6,4,
K225,3B,3,7.65,4.2,26.7,5.04,3.01,2.1,UW3,6,4,
K248,3B,3,7.65,3.9,26.9,4.96,2.41,1.33,UW3,6,4,
K209,3B,3,7.65,5,54.06,9.13,3.32,3.2,UW3,6,4,
B25,3B,3,7.65,3.3,14.92,2.55,3.12,1.89,UW3,6,4,
B37,3B,3,7.65,3.9,23.09,4.12,2.45,1.77,UW3,6,4,
B7,3B,3,7.65,3.7,19.22,3.53,3.24,2.69,UW3,6,4,
B46,3B,3,7.65,4.6,32.92,5.03,2.43,1.91,UW3,6,4,
K208,3B,3,7.65,3.35,15.92,2.92,2.45,1.96,UW3,6,4,
K202,4A,4,7.65,4.2,29.84,5.35,2.43,0.4,UW3,6,4,
K212,4A,4,7.65,3.75,22.1,3.79,2.2,0.98,UW3,6,4,
K214,4A,4,7.65,5.1,43.47,7.55,3.55,1.02,UW3,6,4,
K218,4A,4,7.65,3.2,14.36,2.65,1.82,1.22,UW3,6,4,
K210,4A,4,7.65,4.1,25.92,4.75,2.3,0.58,UW3,6,4,
K231,4A,4,7.65,3.7,19.33,3.61,2.56,1.64,UW3,6,4,
B86,4A,4,7.65,3.7,18.53,3.25,2.7,2.05,UW3,6,4,
B62,4A,4,7.65,4.65,29.87,5.2,2.36,1.53,UW3,6,4,
K129,4A,4,7.65,3.2,15.12,2.85,2.69,1.87,UW3,6,4,
B63,4A,4,7.65,4,26.31,4.49,2.39,1.74,UW3,6,4,
K259,4A,4,7.65,2.8,10.58,1.78,2.1,1.38,UW3,6,4,
K246,4A,4,7.65,3.7,20.83,3.5,2.16,1.03,UW3,6,4,
B113,4B,4,7.65,5.65,70.01,11.35,dead,dead,UW3,6,4,
B32,4B,4,7.65,4.4,29.58,5.12,2.7,1.62,UW3,6,4,
B60,4B,4,7.65,3.2,14.6,2.79,2.23,1.72,UW3,6,4,
K120,4B,4,7.65,3.8,16.34,2.56,2.07,1.7,UW3,6,4,
B121,4B,4,7.65,3.8,16.34,2.56,2.05,1.16,UW3,6,4,
K265,4B,4,7.65,3.6,15.15,2.81,2.1,1.45,UW3,6,4,
K222,4B,4,7.65,3.5,18.06,3.57,2.42,1.08,UW3,6,4,
K242,4B,4,7.65,4.4,31.97,5.44,2.01,0.77,UW3,6,4,
B19,4B,4,7.65,3.35,16.77,2.98,1.92,0.59,UW3,6,4,
B50,4B,4,7.65,3.7,14.8,2.61,2.25,1.38,UW3,6,4,
K221,4B,4,7.65,5,53.31,8.89,3.16,1.18,UW3,6,4,
K262,4B,4,7.65,3.1,18.33,3.06,1.9,1.08,UW3,6,4,
B10,6A,6,7.8,3.6,18.1,3.13,2.3,0.33,UW3,6,4,
K261,6A,6,7.8,3.4,15.05,2.81,2.46,1.04,UW3,6,4,
B42,6A,6,7.8,3.5,14.73,2.7,2.41,1.74,UW3,6,4,
B80,6A,6,7.8,3.7,15.6,2.95,2.27,1.16,UW3,6,4,
B115,6A,6,7.8,4,19.95,3.74,2.14,1.01,UW3,6,4,
K35,6A,6,7.8,3.8,21.45,4.15,3.48,2.13,UW3,6,4,
K9,6A,6,7.8,3.9,19.89,3.55,2.09,0.86,UW3,6,4,
K77,6A,6,7.8,5,52.19,9.3,3.61,1.87,UW3,6,4,
K211,6A,6,7.8,3.7,19.8,3.35,2.22,1.01,UW3,6,4,
B108,6A,6,7.8,3.5,16.14,3.16,3.06,1.4,UW3,6,4,
B27,6A,6,7.8,3.6,18.7,3.16,3.09,1.88,UW3,6,4,
B24,6A,6,7.8,3.3,13.09,2.42,2.31,0.66,UW3,6,4,
K244,6B,6,7.8,4.4,35.48,6.05,2.87,1.33,UW3,6,4,
B11,6B,6,7.8,3.5,18.05,3.23,2.55,0.88,UW3,6,4,
K121,6B,6,7.8,3.2,15.2,2.72,2.14,1.08,UW3,6,4,
B33,6B,6,7.8,3.7,21.11,3.49,2.49,1.71,UW3,6,4,
B6,6B,6,7.8,3.1,13.39,2.56,2.44,1.63,UW3,6,4,
B118,6B,6,7.8,4,21.05,3.79,1.93,1.1,UW3,6,4,
B87,6B,6,7.8,3.6,19.91,3.64,2.39,1.37,UW3,6,4,
B13,6B,6,7.8,3.5,18.58,3.48,2.68,1.39,UW3,6,4,
B75,6B,6,7.8,4.8,34.06,6.25,2.09,0,UW3,6,4,
K238,6B,6,7.8,3.7,21.78,4.32,2.54,0.9,UW3,6,4,
B51,6B,6,7.8,4.1,19.18,3.59,2.53,1.42,UW3,6,4,
B2,6B,6,7.8,3.3,14.84,2.59,2,0.47,UW3,6,4,
K60,8A,8,7.65,4.1,29.89,5.8,2.94,1.15,UW3,6,4,
K47,8A,8,7.65,4,29,5,3.19,1.34,UW3,6,4,
K6,8A,8,7.65,3.9,23.36,4.26,2.34,1.75,UW3,6,4,
B12,8A,8,7.65,4.8,44.6,7.89,2.55,1.93,UW3,6,4,
B8,8A,8,7.65,3.3,14.72,2.57,2.38,1.86,UW3,6,4,
B34,8A,8,7.65,3.7,22.3,3.75,2.54,1.53,UW3,6,4,
B106,8A,8,7.65,4.3,25.45,"4,50",2.24,0.82,UW3,6,4,
K39,8A,8,7.65,3.8,18.65,3.71,2.56,1.79,UW3,6,4,
B47,8A,8,7.65,3.4,16.01,2.8,2.74,1.2,UW3,6,4,
